120,29/09/2025,ringbuchblock-a4-100-lin,Ringbuchblock A4/100 lin.,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
122,29/09/2025,notizbuch-a6-brunnen,Notizbuch A6 - Brunnen,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
123,29/09/2025,colorino-artist-24-teiliges-buntstiftset,Colorino Artist 24-teiliges Buntstiftset,Google Shopping / Google Product Category,,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Drawing & Painting Supplies > Art Pencils,Mapped via google_taxonomy_map,info,4
124,29/09/2025,colorino-artist-12-teiliges-buntstiftset,Colorino Artist 12-teiliges Buntstiftset,Google Shopping / Google Product Category,,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Drawing & Painting Supplies > Art Pencils,Mapped via google_taxonomy_map,info,4
126,29/09/2025,naturpapierblock-durer-hase-a4,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
126,29/09/2025,naturpapierblock-durer-hase-a4,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
127,29/09/2025,naturpapierblock-durer-hase-a4,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
127,29/09/2025,naturpapierblock-durer-hase-a4,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
129,29/09/2025,zeichenblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
129,29/09/2025,zeichenblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
131,29/09/2025,staedtler-farbkasten,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
131,29/09/2025,staedtler-farbkasten,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
133,29/09/2025,naturpapierblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
133,29/09/2025,naturpapierblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
134,29/09/2025,naturpapierblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
134,29/09/2025,naturpapierblock-durer-hase-a3,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
