rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-acrylfarbe-matt-50ml-schwarz-3317""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-acrylfarbe-matt-50ml-schwarz-3317""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-acrylfarbe-matt-50ml-schwarz-bastelschachtel-35756.jpg?v=1753712060""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-acrylfarbe-matt-50ml-schwarz-bastelschachtel-35756.jpg?v=1753712060""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Variant SKU,,PEN-PRD-7YK3,Generated per SOP,info,3d
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Variant Taxable,,TRUE,Taxable default,info,3d
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Google Shopping / Condition,,new,Condition set to new,info,4
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,SEO Description,,,SEO desc length 0,warn,4
8,03/10/2025,pentart-acrylfarbe-matt-50ml-schwarz-3317,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Body (HTML),"<span><span><span></span></span></span>
<p><font color=""#8b4513"" face=""verdana, geneva, sans-serif""><span>Universale Konturenfarbe von Pentart 20ml</span></font>
</p>
<ul amazon="""" class=""a-unordered-list a-vertical a-spacing-none"">
<li><span><span><span><span class=""a-list-item"">Bleibt nach dem Auftragen erhaben</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Ideal zur Gestaltung von 3D-Dekorationen</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Einfaches Malen direkt aus der Tube durch praktische Kunststoff-Düse</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Auf verschiedensten Materialen wie Glas, Plastik, Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. verwendbar</span></span></span></span></li>
</ul>
<span><span><span></span></span></span><!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span> <span> <span></span></span></span><span><span><span><span>Diese Pentart Konturenfarbe ist eine universelle, dickflüssige Farbe auf Wasserbasis zum Umranden, Unterstreichen von Motivkonturen oder zur Gestaltung von 3D-Dekorationen auf jeder Oberfläche. Gut geeignet auch zur Glasmalerei vor allem zu Weihnachten.</span><span color=""#8b4513""> Wir benutzen die Konturenfarbe auch bei Scrapbook und Papierarbeiten. Mit der feinen Düse können Sie schreiben und nette Details auftragen. Als Finish bei andere Bastelarbeiten ist diese Konturenfarbe unschlagbar. Egal ob Punkte, kleine Schmetterlinge oder sogar kleine Autos, mit etwas Geschick können Sie mit diesen Farben alles aufmalen. Genießen Sie die Vorteile der Konturenfarbe und bestellen Sie sie gleich im Vorrat! Suchwörter: konturfarbe, contour liner, glasmalerei</span><span color=""#8b4513"" size=""2""></span></span></span></span></p>
<p>      </p>
 
<p> </p>
<!-- /TABS -->","<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta name=""description"" content=""Entdecken Sie das Produkt 'Default Title'. Kategorie: Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art & Craft Paint. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Pentart Konturenfarben universell - schwarz""></p><p><meta property=""og:description"" content=""Entdecken Sie das Produkt 'Default Title'. Kategorie: Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art & Craft Paint. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-44100.jpg?v=1753713637""></p><p><meta property=""og:image:alt"" content=""Pentart Konturenfarben universell - schwarz – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Pentart Konturenfarben universell - schwarz""></p><p><meta name=""twitter:description"" content=""Entdecken Sie das Produkt 'Default Title'. Kategorie: Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art & Craft Paint. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-44100.jpg?v=1753713637""></p><span><span><span></span></span></span>
<p><span>Universale Konturenfarbe von Pentart 20ml</span>
</p>
<ul amazon="""" class=""a-unordered-list a-vertical a-spacing-none"">
<li><span><span><span><span class=""a-list-item"">Bleibt nach dem Auftragen erhaben</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Ideal zur Gestaltung von 3D-Dekorationen</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Einfaches Malen direkt aus der Tube durch praktische Kunststoff-Düse</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Auf verschiedensten Materialen wie Glas, Plastik, Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. verwendbar</span></span></span></span></li>
</ul>
<span><span><span></span></span></span>
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span> <span> <span></span></span></span><span><span><span><span>Diese Pentart Konturenfarbe ist eine universelle, dickflüssige Farbe auf Wasserbasis zum Umranden, Unterstreichen von Motivkonturen oder zur Gestaltung von 3D-Dekorationen auf jeder Oberfläche. Gut geeignet auch zur Glasmalerei vor allem zu Weihnachten.</span><span color=""#8b4513""> Wir benutzen die Konturenfarbe auch bei Scrapbook und Papierarbeiten. Mit der feinen Düse können Sie schreiben und nette Details auftragen. Als Finish bei andere Bastelarbeiten ist diese Konturenfarbe unschlagbar. Egal ob Punkte, kleine Schmetterlinge oder sogar kleine Autos, mit etwas Geschick können Sie mit diesen Farben alles aufmalen. Genießen Sie die Vorteile der Konturenfarbe und bestellen Sie sie gleich im Vorrat! Suchwörter: konturfarbe, contour liner, glasmalerei</span><span color=""#8b4513"" size=""2""></span></span></span></span></p>",Body preserved - high quality existing content.,info,3b
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,SEO Title (suggested),Pentart Konturenfarben universell - schwarz,Default Title,Preview only (Validate Mode),info,3c
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,SEO Description (suggested),,Entdecken Sie unsere vielfältige Produktpalette für all Ihre kreativen Bedürfnisse. Das Produkt 'Default Title' zeichnet sich durch titlee Eigenschaften aus.,Preview only (Validate Mode),info,3c
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,glasfarben,glasfarben,"Tag 'glasfarben' does not align with product category 'arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art & craft paint'",warn,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,konturfarbe,konturfarbe,"Tag 'konturfarbe' does not align with product category 'arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art & craft paint'",warn,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,pentart,pentart,"Tag 'pentart' does not align with product category 'arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art & craft paint'",warn,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,,default,Tag inferred from product title: 'default',info,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,,title,Tag inferred from product title: 'title',info,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,"glasfarben,konturfarbe,pentart","glasfarben,konturfarbe,pentart,default,title",Tags generated to meet minimum count,info,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Tags,"Glasfarben, konturfarbe, pentart","glasfarben,konturfarbe,pentart,default,title","Tags normalized, duplicates/banned terms removed, and validated",info,3e
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,Google Shopping / Condition,,new,Condition set to new,info,4
9,03/10/2025,konturenfarben-universell-blei-3795,Default Title,SEO Description,,,SEO desc length 0,warn,4
10,03/10/2025,konturenfarben-universell-blei-3795,,Product Category,,Allgemein,Default category assigned,info,2
10,03/10/2025,konturenfarben-universell-blei-3795,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von ""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-56712.jpg?v=1753713637""></p><p><meta property=""og:image:alt"" content=""Allgemein von  – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von ""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-56712.jpg?v=1753713637""></p><p>Entdecken Sie unsere Allgemein für kreative Projekte.</p>",Body regenerated - low quality existing content.,info,3b
10,03/10/2025,konturenfarben-universell-blei-3795,,Variant SKU,,BA-PRD-2JQO,Generated per SOP,info,3d
10,03/10/2025,konturenfarben-universell-blei-3795,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
10,03/10/2025,konturenfarben-universell-blei-3795,,Variant Taxable,,TRUE,Taxable default,info,3d
10,03/10/2025,konturenfarben-universell-blei-3795,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
10,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
10,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Condition,,new,Condition set to new,info,4
10,03/10/2025,konturenfarben-universell-blei-3795,,SEO Description,,,SEO desc length 0,warn,4
10,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
11,03/10/2025,konturenfarben-universell-blei-3795,,Product Category,,Allgemein,Default category assigned,info,2
11,03/10/2025,konturenfarben-universell-blei-3795,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von ""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-99478.jpg?v=1753713637""></p><p><meta property=""og:image:alt"" content=""Allgemein von  – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von ""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-99478.jpg?v=1753713637""></p><p>Entdecken Sie unsere Allgemein für kreative Projekte.</p>",Body regenerated - low quality existing content.,info,3b
11,03/10/2025,konturenfarben-universell-blei-3795,,Variant SKU,,BA-PRD-LQB9,Generated per SOP,info,3d
11,03/10/2025,konturenfarben-universell-blei-3795,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
11,03/10/2025,konturenfarben-universell-blei-3795,,Variant Taxable,,TRUE,Taxable default,info,3d
11,03/10/2025,konturenfarben-universell-blei-3795,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
11,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
11,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Condition,,new,Condition set to new,info,4
11,03/10/2025,konturenfarben-universell-blei-3795,,SEO Description,,,SEO desc length 0,warn,4
11,03/10/2025,konturenfarben-universell-blei-3795,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
12,03/10/2025,konturenfarben-universell-blei-3795,,Product Category,,Allgemein,Default category assigned,info,2
12,03/10/2025,konturenfarben-universell-blei-3795,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von ""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/konturenfarben-universell-blei-3795""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-67382.jpg?v=1753713637""></p><p><meta property=""og:image:alt"" content=""Allgemein von  – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von ""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-konturenfarbe-universell-schwarz-bastelschachtel-67382.jpg?v=1753713637""></p><p>Entdecken Sie unsere Allgemein für kreative Projekte.</p>",Body regenerated - low quality existing content.,info,3b
